club1,club2,dd,result,spectators
psv,grn,19951021,7-1,-1
fyn,ajx,19951022,2-4,42000
utr,psv,19951025,1-4,-1
twn,nec,19951025,2-0,-1
rkc,grn,19951025,1-3,-1
spr,vit,19951025,3-0,-1
hrv,gae,19951025,2-1,-1
nac,fst,19951025,2-0,-1
rdj,wl2,19951025,1-1,-1
ajx,vol,19951025,4-0,-1
fyn,grf,19951026,2-0,-1
psv,wl2,19951028,2-0,-1
hrv,nac,19951028,1-1,-1
ajx,rdj,19951028,6-1,-1
grf,rkc,19951028,1-1,-1
nec,fyn,19951029,1-3,-1
twn,gae,19951029,2-1,-1
vit,fst,19951029,5-1,-1
grn,utr,19951029,0-0,-1
vol,spr,19951029,1-1,-1
gae,vol,19951103,1-2,-1
wl2,grn,19951104,5-2,-1
fst,twn,19951104,1-1,-1
nec,rdj,19951104,1-4,-1
nac,vit,19951104,2-2,-1
spr,fyn,19951105,3-2,-1
utr,hrv,19951105,1-1,-1
rkc,ajx,19951108,0-3,-1
psv,grf,19951118,8-0,-1
ajx,psv,19951105,1-1,42000
grn,grf,19951107,3-0,-1
rdj,spr,19951118,1-0,-1
vol,fst,19951118,2-0,-1
rkc,nec,19951118,4-0,-1
fyn,gae,19951118,2-2,-1
twn,nac,19951118,0-3,-1
vit,hrv,19951118,2-2,-1
utr,wl2,19951118,3-3,-1
ajx,grn,19951119,4-1,-1
hrv,twn,19951124,1-1,-1
fst,fyn,19951124,1-0,-1
nac,vol,19951125,4-0,-1
gae,rdj,19951125,1-2,-1
grf,wl2,19951126,1-2,-1
nec,psv,19951126,0-5,-1
spr,rkc,19951126,1-0,-1
vit,utr,19951126,2-1,-1
rdj,fst,19951201,1-1,-1
psv,spr,19951202,1-2,-1
grf,utr,19951202,3-0,-1
wl2,ajx,19951202,1-0,-1
rkc,gae,19951203,1-1,-1
vol,hrv,19951203,1-1,-1
twn,vit,19951203,1-0,-1
grn,nec,19951203,0-0,-1
fyn,nac,19960113,2-2,-1
hrv,fyn,19951208,0-1,-1
fst,rkc,19951209,0-0,-1
nec,wl2,19951209,1-1,-1
vit,vol,19951210,2-1,-1
spr,grn,19951210,1-1,-1
utr,twn,19951210,0-3,-1
gae,psv,19951220,0-5,-1
nac,rdj,19951220,0-0,-1
ajx,grf,19951220,1-0,-1
spr,wl2,19951215,1-1,-1
nac,rkc,19951216,0-1,-1
grn,gae,19951216,0-0,-1
psv,fst,19951216,3-0,-1
hrv,rdj,19951216,3-2,-1
nec,grf,19951216,1-1,-1
vit,fyn,19951217,0-2,-1
twn,vol,19951217,2-1,-1
utr,ajx,19951217,0-3,-1
fst,grn,19951223,0-0,-1
grf,spr,19951223,5-2,-1
rdj,vit,19951223,0-1,-1
wl2,gae,19951223,1-2,-1
rkc,hrv,19951224,2-3,-1
ajx,nec,19951224,3-1,-1
fyn,twn,19951224,1-0,-1
vol,utr,19960114,0-1,-1
psv,nac,19960116,4-1,-1
hrv,psv,19960119,1-3,-1
fst,wl2,19960120,0-0,-1
nac,grn,19960120,1-1,-1
vit,rkc,19960121,2-1,-1
twn,rdj,19960121,0-3,-1
vol,fyn,19960121,0-3,-1
utr,nec,19960121,1-2,-1
spr,ajx,19960121,3-3,-1
gae,grf,19960313,4-0,-1
ajx,gae,19960313,2-1,-1
fyn,utr,19960313,3-0,-1
grn,hrv,19960312,1-1,-1
psv,vit,19960406,1-0,-1
wl2,nac,19960313,1-3,-1
nec,spr,19960207,2-2,-1
grf,fst,19960207,1-1,-1
rkc,twn,19960207,1-0,1500
rdj,vol,19960409,2-0,-1
nac,grf,19960203,2-1,-1
utr,spr,19960204,0-0,-1
vit,grn,19960204,0-0,-1
fyn,rdj,19960204,2-0,-1
vol,rkc,19960204,1-1,-1
gae,nec,19960204,2-2,-1
twn,psv,19960204,3-2,-1
fst,ajx,19960313,1-2,-1
hrv,wl2,19960408,2-2,-1
wl2,vit,19960209,0-5,-1
psv,vol,19960210,7-0,-1
grf,hrv,19960210,2-2,-1
nec,fst,19960210,0-2,-1
grn,twn,19960210,2-2,-1
spr,gae,19960210,2-0,-1
rkc,fyn,19960211,1-1,-1
rdj,utr,19960320,3-1,-1
ajx,nac,19960406,2-0,-1
fst,spr,19960224,0-1,-1
nac,nec,19960224,2-1,-1
vit,grf,19960224,0-1,-1
ajx,hrv,19960225,6-2,-1
fyn,psv,19960225,0-0,-1
vol,grn,19960225,2-1,-1
rdj,rkc,19960312,2-2,-1
twn,wl2,19960402,2-1,-1
utr,gae,19960409,1-0,-1
psv,rdj,19960302,3-0,-1
hrv,nec,19960302,4-1,-1
gae,fst,19960302,2-0,-1
wl2,vol,19960302,1-0,-1
vit,ajx,19960303,2-1,-1
spr,nac,19960303,3-1,-1
grn,fyn,19960303,1-0,-1
utr,rkc,19960303,0-0,-1
twn,grf,19960303,1-0,-1
rkc,psv,19960308,1-3,-1
rdj,grn,19960309,0-0,-1
nac,gae,19960309,2-0,-1
grf,vol,19960309,1-0,-1
spr,hrv,19960309,5-2,-1
nec,vit,19960309,0-1,-1
ajx,twn,19960310,6-1,-1
fst,utr,19960310,2-1,-1
fyn,wl2,19960310,2-0,-1
nec,twn,19960315,1-4,-1
wl2,rdj,19960316,1-2,-1
gae,hrv,19960316,2-3,-1
fst,nac,19960316,2-2,-1
psv,utr,19960316,0-0,-1
grf,fyn,19960317,1-1,-1
vol,ajx,19960317,0-0,-1
vit,spr,19960317,3-2,-1
grn,rkc,19960317,1-1,-1
vit,gae,19960322,0-3,-1
rdj,grf,19960323,3-1,-1
hrv,fst,19960323,5-1,-1
rkc,wl2,19960324,3-2,-1
utr,nac,19960324,0-4,-1
twn,spr,19960324,1-0,-1
vol,nec,19960324,1-0,-1
grn,psv,19960324,1-0,-1
ajx,fyn,19960324,2-0,42000
rdj,ajx,19960330,2-0,-1
fst,vit,19960330,0-0,-1
nac,hrv,19960330,5-1,-1
spr,vol,19960330,1-0,-1
gae,twn,19960330,1-3,-1
fyn,nec,19960330,2-1,-1
wl2,psv,19960331,2-5,-1
utr,grn,19960331,0-1,-1
rkc,grf,19960331,5-0,-1
vol,gae,19960405,2-1,-1
grn,wl2,19960406,3-0,-1
hrv,utr,19960406,4-2,-1
twn,fst,19960406,1-0,-1
rdj,nec,19960406,1-0,-1
ajx,rkc,19960406,1-0,-1
vit,nac,19960408,2-0,-1
fyn,spr,19960410,1-1,-1
grf,psv,19960411,1-2,-1
spr,rdj,19960411,2-2,-1
nec,rkc,19960406,2-1,-1
fst,vol,19960406,2-2,-1
psv,ajx,19960408,1-1,-1
wl2,utr,19960412,1-1,-1
hrv,vit,19960412,1-2,-1
grf,grn,19960414,3-1,-1
gae,fyn,19960414,0-3,-1
nac,twn,19960414,4-1,-1
rdj,gae,19960420,5-0,-1
wl2,grf,19960420,1-1,-1
psv,nec,19960420,1-0,-1
grn,ajx,19960421,3-4,-1
utr,vit,19960421,2-0,-1
twn,hrv,19960421,0-1,-1
vol,nac,19960421,1-2,-1
fyn,fst,19960421,1-0,-1
rkc,spr,19960421,0-0,-1
ajx,wl2,19960428,5-1,-1
spr,psv,19960428,2-1,-1
nac,fyn,19960428,0-3,-1
vit,twn,19960428,2-0,-1
fst,rdj,19960428,1-1,-1
hrv,vol,19960428,4-3,-1
utr,grf,19960428,1-1,-1
nec,grn,19960428,0-2,-1
gae,rkc,19960428,1-3,-1
grf,ajx,19960505,0-0,-1
vol,vit,19960505,1-1,-1
fyn,hrv,19960505,4-1,-1
rdj,nac,19960505,5-1,-1
rkc,fst,19960505,1-1,-1
psv,gae,19960505,3-1,-1
grn,spr,19960505,5-1,-1
wl2,nec,19960505,1-3,-1
twn,utr,19960505,1-2,-1
