league,round,team1,team2,dd,result,star,stadium,remark
UEFAcup,4f,PTbnf,ESesp,20070412,0-0,1,,
UEFAcup,4f,NLaz1,DEwbr,20070405,0-0,-1,,
UEFAcup,4f,DEwbr,NLaz1,20070412,4-1,2,,
UEFAcup,4f,DElvk,ESoss,20070405,0-3,-1,,
UEFAcup,4f,ESoss,DElvk,20070412,1-0,2,,
UEFAcup,4f,ESsvl,G1ttt,20070405,2-1,-1,,
UEFAcup,4f,G1ttt,ESsvl,20070412,2-2,1,,
UEFAcup,2f,ESesp,DEwbr,20070426,3-0,-1,,
UEFAcup,2f,DEwbr,ESesp,20070503,1-2,1,,
UEFAcup,2f,ESoss,ESsvl,20070426,1-0,-1,,
UEFAcup,2f,ESsvl,ESoss,20070503,2-0,2,,
UEFAcup,f,ESsvl,ESesp,20070516,2-2,5,Glasgow (Hampden Park),
