league,round,team1,team2,dd,result,star,stadium,remark
EL,gK,NLutr,ITnpl,20101202,3-3,,,
EL,gK,ROstb,G1lvp,20101202,1-1,,,
EL,gK,G1lvp,NLutr,20101215,0-0,,,
EL,gK,ITnpl,ROstb,20101215,1-0,,,
EL,16f,RUrkz,NLtwn,20110217,0-2,-1,,
EL,16f,NLtwn,RUrkz,20110224,2-2,2,,
EL,16f,BEand,NLajx,20110217,0-3,-1,,
EL,16f,NLajx,BEand,20110224,2-0,2,,
EL,16f,FRlll,NLpsv,20110217,2-2,-1,,
EL,16f,NLpsv,FRlll,20110224,3-1,2,,
EL,8f,NLtwn,RUzsp,20110310,3-0,-1,,
EL,8f,RUzsp,NLtwn,20110317,2-0,1,,
EL,8f,NLpsv,G2glr,20110310,0-0,-1,,
EL,8f,G2glr,NLpsv,20110317,0-1,1,,
EL,8f,NLajx,RUsmk,20110310,0-1,-1,,
EL,8f,RUsmk,NLajx,20110317,3-0,2,,
EL,4f,UAdkv,PTbrg,20110407,1-1,-1,,
EL,4f,PTbrg,UAdkv,20110414,0-0,2,,
EL,4f,PTbnf,NLpsv,20110407,4-1,-1,,
EL,4f,NLpsv,PTbnf,20110414,2-2,1,,
EL,4f,PTpor,RUsmk,20110407,5-1,-1,,
EL,4f,RUsmk,PTpor,20110414,2-5,1,,
EL,4f,ESvlr,NLtwn,20110407,5-1,-1,,
EL,4f,NLtwn,ESvlr,20110414,1-3,1,,
EL,2f,PTbnf,PTbrg,20110428,2-1,-1,,
EL,2f,PTbrg,PTbnf,20110505,1-0,2,,
EL,2f,PTpor,ESvlr,20110428,5-1,-1,,
EL,2f,ESvlr,PTpor,20110505,3-2,1,,
EL,f,PTbrg,PTpor,20110518,0-1,2,Dublin,
