league,round,team1,team2,dd,result,star,stadium,remark
CL,8f,G1ars,DEbmn,20050309,1-0,1,,
CL,8f,ESbcl,G1cls,20050223,2-1,-1,,
CL,8f,G1cls,ESbcl,20050308,4-2,2,,
CL,8f,G1mnu,ITmln,20050223,0-1,-1,,
CL,8f,ITmln,G1mnu,20050308,1-0,2,,
CL,8f,DEwbr,FRoly,20050223,0-3,-1,,
CL,8f,FRoly,DEwbr,20050308,7-2,2,,
CL,8f,PTpor,ITiml,20050223,1-1,-1,,
CL,8f,ITiml,PTpor,20050315,3-1,2,,
CL,4f,G1cls,DEbmn,20050406,4-2,-1,,
CL,4f,DEbmn,G1cls,20050412,3-2,1,,
CL,4f,G1lvp,ITjuv,20050405,2-1,-1,,
CL,4f,ITjuv,G1lvp,20050413,0-0,1,,
CL,4f,ITmln,ITiml,20050406,2-0,-1,,
CL,4f,ITiml,ITmln,20050412,0-3,1,,return gestaakt wegens vuurwerp bij 0-1
CL,4f,FRoly,NLpsv,20050405,1-1,-1,,
CL,4f,NLpsv,FRoly,20050413,1-1,6,,
CL,2f,G1cls,G1lvp,20050427,0-0,-1,,
CL,2f,G1lvp,G1cls,20050503,1-0,2,,doelpunt Liverpool amper over de lijn
CL,2f,ITmln,NLpsv,20050426,2-0,-1,,
CL,2f,NLpsv,ITmln,20050504,3-1,1,,
CL,f,G1lvp,ITmln,20050525,3-3,5,Istanbul,ruststand finale: 0-3 voor AC Milan
UEFAcup,round1,NLutr,SEdjg,20040916,4-0,-1,,
UEFAcup,round1,SEdjg,NLutr,20040930,3-0,1,,
UEFAcup,round1,NOodg,NLfyn,20040916,0-1,-1,,
UEFAcup,round1,NLfyn,NOodg,20040930,4-1,2,,
UEFAcup,round1,GRpks,NLaz1,20040916,2-3,-1,,
UEFAcup,round1,NLaz1,GRpks,20040930,2-1,2,,
UEFAcup,round1,NLhrv,ILmpt,20040930,5-0,1,,
UEFAcup,gA,NLfyn,G2hrt,20041021,3-0,,,
UEFAcup,gA,DEs04,CHbsl,20041021,1-1,,,
UEFAcup,gA,HUfrv,NLfyn,20041104,1-1,,,
UEFAcup,gA,G2hrt,DEs04,20041104,0-1,,,
UEFAcup,gA,CHbsl,G2hrt,20041125,1-2,,,
UEFAcup,gA,DEs04,HUfrv,20041125,2-0,,,
UEFAcup,gA,NLfyn,DEs04,20041201,2-1,,,
UEFAcup,gA,HUfrv,CHbsl,20041201,1-2,,,
UEFAcup,gA,G2hrt,HUfrv,20041216,0-1,,,
UEFAcup,gA,CHbsl,NLfyn,20041216,1-0,,,
UEFAcup,gC,ESrzg,NLutr,20041021,2-0,,,
UEFAcup,gC,UAdjn,BEcbr,20041021,3-2,,,
UEFAcup,gC,NLutr,UAdjn,20041104,1-2,,,
UEFAcup,gC,ATawn,ESrzg,20041104,1-0,,,
UEFAcup,gC,BEcbr,NLutr,20041125,1-0,,,
UEFAcup,gC,UAdjn,ATawn,20041125,1-0,,,
UEFAcup,gC,ATawn,BEcbr,20041201,1-1,,,
UEFAcup,gC,ESrzg,UAdjn,20041201,2-1,,,
UEFAcup,gC,BEcbr,ESrzg,20041216,1-1,,,
UEFAcup,gC,NLutr,ATawn,20041216,1-2,,,
UEFAcup,gF,PLawr,G2glr,20041021,0-5,,,
UEFAcup,gF,FRaux,ATgrz,20041021,0-0,,,
UEFAcup,gF,NLaz1,FRaux,20041104,2-0,,,
UEFAcup,gF,ATgrz,PLawr,20041104,3-1,,,
UEFAcup,gF,PLawr,NLaz1,20041125,1-3,,,
UEFAcup,gF,G2glr,ATgrz,20041125,3-0,,,
UEFAcup,gF,NLaz1,G2glr,20041202,1-0,,,
UEFAcup,gF,FRaux,PLawr,20041202,5-1,,,
UEFAcup,gF,G2glr,FRaux,20041215,0-2,,,
UEFAcup,gF,ATgrz,NLaz1,20041215,2-0,,,
UEFAcup,gG,PTbnf,NLhrv,20041021,4-2,,,
UEFAcup,gG,BEbev,DEvfs,20041021,1-5,,,
UEFAcup,gG,DEvfs,PTbnf,20041104,3-0,,,
UEFAcup,gG,HRdzg,BEbev,20041104,6-1,,,
UEFAcup,gG,NLhrv,DEvfs,20041125,1-0,,,
UEFAcup,gG,PTbnf,HRdzg,20041125,2-0,,,
UEFAcup,gG,HRdzg,NLhrv,20041202,2-2,,,
UEFAcup,gG,BEbev,PTbnf,20041202,0-3,,,
UEFAcup,gG,DEvfs,HRdzg,20041215,2-1,,,
UEFAcup,gG,NLhrv,BEbev,20041215,1-0,,,
UEFAcup,round3,PTspp,NLfyn,20050216,2-1,-1,,
UEFAcup,round3,NLfyn,PTspp,20050224,1-2,1,,
UEFAcup,round3,NLajx,FRaux,20050216,1-0,-1,,
UEFAcup,round3,FRaux,NLajx,20050224,3-1,2,,
UEFAcup,round3,DEaaa,NLaz1,20050217,0-0,-1,,
UEFAcup,round3,NLaz1,DEaaa,20050224,2-1,2,,
UEFAcup,round3,NLhrv,G1nwc,20050217,1-2,-1,,
UEFAcup,round3,G1nwc,NLhrv,20050224,2-1,2,,
UEFAcup,8f,UAsdk,NLaz1,20050310,1-3,-1,,
UEFAcup,8f,NLaz1,UAsdk,20050316,2-1,2,,
UEFAcup,4f,ATawn,ITprm,20050407,1-1,-1,,
UEFAcup,4f,ITprm,ATawn,20050414,0-0,2,,
UEFAcup,4f,RUcmk,FRaux,20050407,4-0,-1,,
UEFAcup,4f,FRaux,RUcmk,20050414,2-0,1,,
UEFAcup,4f,G1nwc,PTspp,20050407,1-0,-1,,
UEFAcup,4f,PTspp,G1nwc,20050414,4-1,2,,
UEFAcup,4f,ESvlr,NLaz1,20050407,1-2,-1,,
UEFAcup,4f,NLaz1,ESvlr,20050414,1-1,2,,
UEFAcup,2f,ITprm,RUcmk,20050428,0-0,-1,,
UEFAcup,2f,RUcmk,ITprm,20050505,3-0,2,,
UEFAcup,2f,PTspp,NLaz1,20050428,2-1,-1,,
UEFAcup,2f,NLaz1,PTspp,20050505,3-2,3,,
UEFAcup,f,RUcmk,PTspp,20050518,3-1,1,Lissabon,
